ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta(sig_up.down)	subtelomeric	category
YLR371W	4001	0.38474554	0.538220641	-0.00399551	0.004596842	6.979170236	0.010628081	0.000963842	0.002893112	0.008489922	0.008489922	ROM2	ROM2	YLR371W	cell wall organization and biogenesis* || signal transducer activity* || YLR371W || 1085468	-0.58	0.67	0.03	NA	NA	NA	0.388	0.335	0.13	0.22	2.00E-04	NA	NA	no	NA
YLR429W	3917	0.360131753	0.514592142	-0.004214148	0.004605052	7.390984785	0.020379233	0.00062199	0.002111107	0.008865572	0.008865572	CRN1	CRN1	YLR429W	"actin filament organization* || protein binding, bridging* || YLR429W || 1081523"	-0.58	0.67	0.02	NA	NA	NA	0.416	0.364	-0.01	0.24	0.0011	NA	NA	no	NA
YMR190C	3879	0.346984888	0.500663681	0.004508779	0.00479426	6.106664218	0.010169989	0.002366196	0.0037228	0.007917015	0.007917015	SGS1	SGS1	YMR190C	mitotic sister chromatid segregation* || ATP-dependent DNA helicase activity || YMR190C || 1085916	-0.58	0.668	0.06	NA	NA	NA	0.196	0.153	0.15	0.15	0	yes	NA	no	NA
YDR512C	4266	0.476550957	0.625365497	0.005645116	0.007930084	4.253258796	0.048861872	0.014301689	0.007135608	0.013832939	0.013832939	EMI1	EMI1	YDR512C	sporulation (sensu Fungi) || molecular function unknown || YDR512C || 1081379	-0.58	0.671	0.02	NA	up	NA	0.49	0.44	0.19	0.3	0.027	NA	NA	no	NA
YIL164C	501	2.65E-05	0.000295024	-0.04082372	0.009716672	5.836397151	0.388550669	0.003886962	0.038352732	0.007894606	0.038352732	NIT1	NIT1	YIL164C	biological process unknown || nitrilase activity || YIL164C || 1084531	-0.58	0.673	0	NA	NA	NA	0.849	0.83	0.3	1.12	1	NA	down	TEL	TELO
YBR229C	1018	0.001483722	0.008155593	0.016118622	0.005072181	7.243663363	0.022981824	0.000728444	0.010781549	0.008732476	0.010781549	ROT2	ROT2	YBR229C	cell wall biosynthesis (sensu Fungi) || alpha-glucosidase activity || YBR229C || 1081553	-0.57	0.674	0.04	NA	NA	NA	0.273	0.223	-0.03	0.19	0	yes	up	no	NA
YDR092W	3632	0.268829373	0.414044579	0.005770356	0.005218441	5.536853238	0.02343637	0.004096007	0.004167281	0.008087358	0.008087358	UBC13	UBC13	YDR092W	protein monoubiquitination* || ubiquitin conjugating enzyme activity || YDR092W || 1084752	-0.57	0.675	0.03	NA	NA	NA	0.333	0.282	0.13	0.21	0	yes	NA	no	NA
YER072W	3897	0.352652539	0.506491214	-0.005406633	0.005816983	6.596410831	0.0300593	0.001357736	0.013780707	0.008208379	0.013780707	VTC1	VTC1	YER072W	"vacuole fusion, non-autophagic || molecular function unknown || YER072W || 1085696"	-0.57	0.677	0	NA	NA	NA	0.866	0.848	1.18	1.07	1	NA	NA	no	NA
YHR103W	1999	0.026160555	0.073210313	-0.010359676	0.004658505	6.679656044	0.011199652	0.001435919	0.003430553	0.008273176	0.008273176	SBE22	SBE22	YHR103W	cell wall organization and biogenesis || molecular function unknown || YHR103W || 1083955	-0.57	0.677	0.09	NA	NA	NA	0.107	0.0784	0.31	0.13	0	yes	NA	no	NA
YPL228W	3809	0.326000221	0.479029467	-0.005187777	0.005281781	5.576328067	0.010104615	0.004427598	0.005418047	0.008053315	0.008053315	CET1	CET1	YPL228W	mRNA capping || polynucleotide 5'-phosphatase activity || YPL228W || 1086606	-0.57	0.674	0.17	NA	NA	NA	0.0206	0.0137	0.18	0.09	0	yes	NA	no	NA
YCL052C	4343	0.50370144	0.649140447	0.003226125	0.004824638	6.052794503	0.010170053	0.002511407	0.001077383	0.007902533	0.007902533	PBN1	PBN1	YCL052C	GPI anchor biosynthesis* || mannosyltransferase activity || YCL052C || 1081943	-0.57	0.673	0.12	NA	NA	NA	0.0577	0.0407	0.48	0.11	0	yes	NA	TEL	TELO
YPL269W	3274	0.183941494	0.314453434	-0.007833903	0.005895842	5.072013735	0.037006127	0.006541224	0.004439488	0.009010456	0.009010456	KAR9	KAR9	YPL269W	"nuclear migration, microtubule-mediated || molecular function unknown || YPL269W || 1081351"	-0.57	0.678	0.02	NA	NA	NA	0.489	0.439	0.19	0.31	0.037	NA	NA	TEL	TELO
YOR209C	499	2.61E-05	0.000293242	-0.019426247	0.004620137	7.047754875	0.03044593	0.000999268	0.005223728	0.008550554	0.008550554	NPT1	NPT1	YOR209C	chromatin silencing at telomere* || nicotinate phosphoribosyltransferase activity || YOR209C || 1086735	-0.56	0.681	0.03	NA	down	NA	0.348	0.297	0.42	0.22	1.00E-04	NA	down	no	core_ESR_down
YDL218W	2148	0.034092287	0.088833579	0.031233895	0.014740072	3.200133272	0.196988807	0.045994845	0.05120931	0.029510345	0.05120931	YDL218W	YDL218W	YDL218W	biological process unknown || molecular function unknown || YDL218W || 1083008	-0.56	0.683	0.01	NA	NA	NA	0.648	0.608	0.17	0.41	0.384	NA	NA	no	Insensitive_up
YAL046C	5216	0.843186952	0.904777104	-0.001238871	0.006262661	4.818720652	0.016510849	0.007535225	0.00680357	0.010011799	0.010011799	AIM1	YAL046C	YAL046C	biological process unknown || molecular function unknown || YAL046C || 1086143	-0.56	0.679	0.03	NA	NA	NA	0.387	0.334	-0.04	0.2	0	yes	NA	no	NA
YBL005W	4637	0.614030404	0.741153368	0.002380391	0.00471992	6.137138913	0.03924438	0.002041673	0.00379844	0.007925107	0.007925107	PDR3	PDR3	YBL005W	regulation of transcription from RNA polymerase II promoter* || DNA binding* || YBL005W || 1084212	-0.56	0.682	0.03	NA	NA	NA	0.343	0.291	0.49	0.23	4.00E-04	NA	NA	no	NA
YDR305C	5494	0.957556073	0.975169677	0.000365753	0.006872392	4.570974333	0.013265312	0.009692829	0.001336694	0.011437265	0.011437265	HNT2	HNT2	YDR305C	nucleoside catabolism || hydrolase activity* || YDR305C || 1082162	-0.56	0.679	0.04	NA	NA	NA	0.275	0.226	0.13	0.17	0	yes	NA	no	NA
YJL049W	2234	0.040691294	0.101946809	-0.017778217	0.008686446	4.286375628	0.038255373	0.015502748	0.018254717	0.013556559	0.018254717	YJL049W	YJL049W	YJL049W	biological process unknown || molecular function unknown || YJL049W || 1085308	-0.56	0.679	0.02	NA	NA	NA	0.46	0.408	0.31	0.28	0.0124	NA	NA	no	NA
YLR218C	4025	0.390467269	0.542967778	0.012178104	0.014180864	3.044638595	0.105744928	0.056478007	0.002598038	0.033490601	0.033490601	YLR218C	YLR218C	YLR218C	biological process unknown || molecular function unknown || YLR218C || 1081171	-0.56	0.683	0.01	NA	NA	NA	0.576	0.53	-0.07	0.35	0.123	NA	NA	no	NA
YML062C	1641	0.011580183	0.039497076	-0.020815623	0.008244838	4.20604015	0.046061067	0.016169516	0.006978364	0.014242825	0.014242825	MFT1	MFT1	YML062C	mRNA-nucleus export* || nucleic acid binding || YML062C || 1082040	-0.56	0.679	0.05	NA	NA	NA	0.23	0.184	0.42	0.16	0	yes	down	no	NA
YOR105W	4652	0.617419566	0.74284121	-0.00661113	0.013235209	3.289217059	0.068805299	0.050886576	0.004168607	0.027482956	0.027482956	NA	YOR105W	YOR105W	|| || YOR105W || 1084665	-0.56	0.681	0.06	NA	NA	NA	0.197	0.155	0.09	0.15	0	yes	NA	no	NA
YJL210W	2386	0.053699428	0.125966346	0.012763695	0.006615873	6.145116626	0.041487188	0.002147137	0.017434996	0.007927129	0.017434996	PEX2	PEX2	YJL210W	peroxisome organization and biogenesis || protein binding || YJL210W || 1082189	-0.56	0.678	0.01	NA	NA	NA	0.54	0.492	-0.43	0.3	0.0223	NA	NA	TEL	TELO
YNL322C	846	0.000588129	0.00389097	0.024390876	0.007096497	7.26717487	0.041824957	0.000704782	0.021825866	0.008754314	0.021825866	KRE1	KRE1	YNL322C	cell wall organization and biogenesis || structural constituent of cell wall || YNL322C || 1083836	-0.56	0.678	0.02	NA	NA	NA	0.452	0.4	0.2	0.28	0.0093	NA	up	TEL	TELO
YJR014W	4933	0.733146754	0.831702422	0.001710128	0.005015881	5.773118051	0.016590191	0.003330737	0.006694675	0.007925159	0.007925159	TMA22	YJR014W	YJR014W	biological process unknown || RNA binding || YJR014W || 1086500	-0.55	0.686	0.04	NA	down	NA	0.269	0.219	0.19	0.18	0	yes	NA	no	core_ESR_down
YDL188C	5374	0.909011795	0.946380026	0.000527283	0.004613751	6.892518271	0.009455227	0.001105193	0.004314688	0.00841825	0.00841825	PPH22	PPH22	YDL188C	protein biosynthesis* || protein phosphatase type 2A activity || YDL188C || 1082200	-0.55	0.685	0.07	NA	NA	NA	0.148	0.113	0.26	0.14	0	yes	NA	no	NA
YPR191W	672	0.00014911	0.001241914	0.017778149	0.004687653	7.65617791	0.051417922	0.000486646	0.009344329	0.009063431	0.009344329	QCR2	QCR2	YPR191W	aerobic respiration* || ubiquinol-cytochrome-c reductase activity || YPR191W || 1083465	-0.55	0.687	0.01	NA	NA	NA	0.614	0.57	-0.72	0.36	0.188	NA	up	TEL	TELO
YMR014W	646	0.000120533	0.001044309	-0.033004644	0.008583695	4.990261742	0.092671603	0.008178858	0.024784707	0.009279816	0.024784707	BUD22	BUD22	YMR014W	bud site selection || molecular function unknown || YMR014W || 1083617	-0.54	0.693	0.02	NA	down	NA	0.515	0.466	0.12	0.26	0.0037	NA	down	no	core_ESR_down
YBR127C	3244	0.177524011	0.306194727	-0.006369475	0.004723665	9.275448513	0.014163901	9.40E-05	0.005478933	0.009888619	0.009888619	VMA2	VMA2	YBR127C	"vacuolar acidification || hydrogen-transporting ATPase activity, rotational mechanism || YBR127C || 1082504"	-0.54	0.693	0.02	NA	NA	NA	0.499	0.448	0.16	0.24	6.00E-04	NA	NA	no	NA
YBR163W	2955	0.127861189	0.242135262	-0.007325315	0.004811087	6.022792063	0.013612831	0.002460292	0.005607815	0.007895231	0.007895231	DEM1	DEM1	YBR163W	biological process unknown || molecular function unknown || YBR163W || 1086820	-0.54	0.693	0.03	NA	NA	NA	0.399	0.347	0.19	0.24	0.0012	NA	NA	no	NA
YDR099W	1266	0.003668122	0.016216807	0.013462791	0.004633752	7.95722444	0.024780452	0.000348327	0.009127785	0.009257863	0.009257863	BMH2	BMH2	YDR099W	sporulation (sensu Fungi)* || protein binding* || YDR099W || 1085060	-0.54	0.692	0.05	NA	NA	NA	0.255	0.206	0.1	0.16	0	yes	up	no	NA
YLR170C	3745	0.302855428	0.452625321	-0.00890883	0.008646585	4.228699469	0.036716729	0.017084806	0.016363557	0.014043687	0.016363557	APS1	APS1	YLR170C	vesicle-mediated transport || clathrin binding || YLR170C || 1086640	-0.54	0.692	0.02	NA	NA	NA	0.484	0.434	0.34	0.26	0.0038	NA	NA	no	NA
YLR407W	5306	0.880136386	0.92840621	-0.001061957	0.007042329	5.026925674	0.032860146	0.007920674	0.01426733	0.009153323	0.01426733	YLR407W	YLR407W	YLR407W	biological process unknown || molecular function unknown || YLR407W || 1085022	-0.54	0.693	0.03	NA	NA	NA	0.33	0.279	-0.17	0.2	0	yes	NA	no	NA
YMR004W	3859	0.342153731	0.496251472	-0.004809272	0.005062826	5.670171845	0.017343475	0.003479475	0.004082772	0.007988102	0.007988102	MVP1	MVP1	YMR004W	protein-vacuolar targeting || molecular function unknown || YMR004W || 1082922	-0.54	0.693	0.03	NA	NA	NA	0.372	0.32	0.22	0.2	0	yes	NA	no	NA
YNL155W	1472	0.006916876	0.026300105	0.014967154	0.005541707	5.943742742	0.090532393	0.003029964	0.010709595	0.007882795	0.010709595	YNL155W	YNL155W	YNL155W	biological process unknown || molecular function unknown || YNL155W || 1084023	-0.54	0.69	0.03	NA	NA	NA	0.39	0.338	0.21	0.23	4.00E-04	NA	up	no	NA
YPR109W	5429	0.928824021	0.957566411	-0.000516206	0.005778993	5.30547941	0.012911948	0.005305271	0.009636083	0.008437766	0.009636083	YPR109W	YPR109W	YPR109W	biological process unknown || molecular function unknown || YPR109W || 1080772	-0.54	0.69	0.04	NA	NA	NA	0.286	0.236	0.08	0.17	0	yes	NA	no	NA
YDL130W-A	1063	0.001792614	0.009438625	0.055022341	0.017620683	4.436200537	0.45214154	0.016662045	0.122247194	0.012381504	0.122247194	STF1	STF1	YDL130W-A	ATP synthesis coupled proton transport || molecular function unknown || YDL130W-A || 1083665	-0.53	0.696	0.01	NA	NA	NA	0.661	0.622	-0.43	0.42	0.432	NA	up	no	Insensitive_up
YAL020C	3855	0.341801486	0.495997645	0.018396806	0.019352597	4.293422811	0.186129613	0.015653753	0.151903842	0.013498579	0.151903842	ATS1	ATS1	YAL020C	budding cell bud growth* || molecular function unknown || YAL020C || 1081319	-0.53	0.699	0.01	NA	NA	NA	0.68	0.642	0	0.45	0.575	NA	NA	no	NA
YDR311W	2079	0.029885844	0.080457466	-0.011557157	0.005321955	5.436138503	0.012132673	0.004467553	-6.66E-05	0.008203946	0.008203946	TFB1	TFB1	YDR311W	transcription initiation from RNA polymerase II promoter* || general RNA polymerase II transcription factor activity || YDR311W || 1082899	-0.53	0.697	0.05	NA	NA	NA	0.223	0.178	0.26	0.14	0	yes	NA	no	NA
YJR017C	2722	0.090292224	0.185703054	0.020073922	0.011851005	5.607851992	0.074559863	0.003919236	0.058914949	0.008029438	0.058914949	ESS1	ESS1	YJR017C	negative regulation of transcription from RNA polymerase II promoter* || peptidyl-prolyl cis-trans isomerase activity* || YJR017C || 1082692	-0.53	0.699	0.02	NA	NA	NA	0.502	0.451	-0.16	0.26	0.0039	NA	NA	no	NA
YKL022C	1661	0.011991953	0.040408765	-0.012545655	0.004993532	5.787937141	0.013335523	0.00323971	0.001846741	0.007916105	0.007916105	CDC16	CDC16	YKL022C	mitotic sister chromatid segregation* || protein binding* || YKL022C || 1083289	-0.53	0.694	0.06	NA	NA	NA	0.184	0.143	0.02	0.15	0	yes	down	no	NA
YLR045C	2951	0.126771973	0.240441455	0.008281444	0.005423499	5.971984008	0.027390665	0.002623056	0.010536606	0.00788576	0.010536606	STU2	STU2	YLR045C	mitotic spindle organization and biogenesis in nucleus* || structural constituent of cytoskeleton* || YLR045C || 1081146	-0.53	0.696	0.03	NA	NA	NA	0.374	0.322	0.11	0.2	0	yes	NA	no	NA
YNL099C	1725	0.014180425	0.046005306	-0.01277883	0.005210192	5.511911015	0.014493782	0.004033074	0.003035159	0.0081118	0.0081118	OCA1	OCA1	YNL099C	response to oxidative stress || protein tyrosine phosphatase activity || YNL099C || 1085963	-0.53	0.696	0.04	NA	NA	NA	0.286	0.236	0.14	0.17	0	yes	down	no	NA
YOR357C	1986	0.025468755	0.07175745	-0.014407966	0.006448775	5.039007272	0.029393996	0.006888803	0.01171664	0.009113726	0.01171664	SNX3	GRD19	YOR357C	protein localization || protein binding || YOR357C || 1085520	-0.53	0.696	0.02	NA	NA	NA	0.492	0.442	0.19	0.26	0.0034	NA	NA	no	NA
YGL029W	1138	0.002461093	0.012093712	-0.03499839	0.011557931	4.433854076	0.122105264	0.012007904	0.047756942	0.012398928	0.047756942	CGR1	CGR1	YGL029W	rRNA processing* || molecular function unknown || YGL029W || 1081739	-0.52	0.701	0	NA	down	NA	0.729	0.696	0.13	0.53	0.866	NA	down	no	core_ESR_down
YNL153C	488	2.42E-05	0.000277709	-0.023577305	0.005584623	5.244881971	0.037393193	0.0053878	0.008347117	0.008565384	0.008565384	GIM3	GIM3	YNL153C	tubulin folding || tubulin binding || YNL153C || 1081026	-0.52	0.703	0.02	NA	down	NA	0.414	0.361	0.07	0.21	0	yes	down	no	core_ESR_down
Q0250	5176	0.828544698	0.896368266	0.001934649	0.008933201	8.044961287	0.056766326	0.000376887	0.035325713	0.009311151	0.035325713	COX2	COX2	Q0250	aerobic respiration* || cytochrome-c oxidase activity || Q0250 || 1086746	-0.52	0.705	0.01	NA	NA	NA	0.707	0.672	-0.43	0.45	0.609	NA	NA	no	NA
YAL049C	2353	0.050803509	0.120844555	0.009267519	0.004744944	6.231325729	0.019610611	0.002126049	0.006509012	0.007946693	0.007946693	AIM2	YAL049C	YAL049C	biological process unknown || molecular function unknown || YAL049C || 1081888	-0.52	0.7	0.02	NA	NA	NA	0.476	0.425	0.52	0.26	0.0029	NA	NA	no	NA
YER018C	2928	0.123087144	0.235206127	0.037959507	0.024617951	3.903529692	0.273606529	0.024813069	0.246324332	0.01738233	0.246324332	SPC25	SPC25	YER018C	chromosome segregation* || structural constituent of cytoskeleton || YER018C || 1083678	-0.52	0.703	0.01	NA	NA	NA	0.69	0.654	0.32	0.41	0.4	NA	NA	no	NA
YFR014C	2077	0.029667739	0.0799472	0.014500358	0.00666837	5.446622863	0.055365494	0.00447139	0.015422742	0.008189358	0.015422742	CMK1	CMK1	YFR014C	protein amino acid phosphorylation* || calmodulin-dependent protein kinase I activity || YFR014C || 1082399	-0.52	0.705	0.05	NA	NA	NA	0.246	0.199	0.01	0.17	0	yes	NA	no	NA
YKL029C	1084	0.001980839	0.010220934	-0.018298074	0.005915791	7.919757842	0.130249799	0.000383471	0.015273626	0.009234638	0.015273626	MAE1	MAE1	YKL029C	pyruvate metabolism* || malic enzyme activity || YKL029C || 1084815	-0.52	0.703	0	NA	NA	NA	0.721	0.687	-0.02	0.54	0.888	NA	down	no	NA
YOL129W	960	0.001095798	0.006388729	0.01883571	0.005769506	6.443051409	0.046197548	0.001528514	0.013363823	0.008076936	0.013363823	VPS68	VPS68	YOL129W	protein-vacuolar targeting || molecular function unknown || YOL129W || 1081436	-0.52	0.705	0.03	NA	NA	NA	0.408	0.356	0.26	0.21	0	yes	up	no	NA
YPL002C	3130	0.155744827	0.278499616	0.008755337	0.006167776	4.929906153	0.018064859	0.00750854	0.005002533	0.009510804	0.009510804	SNF8	SNF8	YPL002C	protein-vacuolar targeting* || molecular function unknown || YPL002C || 1085498	-0.52	0.7	0.03	NA	NA	NA	0.376	0.324	0.33	0.2	0	yes	NA	no	NA
YPL077C	5428	0.928601993	0.957513882	-0.000930266	0.01038198	3.639137115	0.049493359	0.027215113	0.018203837	0.021006975	0.021006975	YPL077C	YPL077C	YPL077C	biological process unknown || molecular function unknown || YPL077C || 1086528	-0.52	0.7	0.03	NA	NA	NA	0.338	0.287	0.06	0.17	0	yes	NA	no	NA
YNL333W	2103	0.031514688	0.083887732	0.023906403	0.011116607	3.854504463	0.15103621	0.030637385	0.024650518	0.017985596	0.024650518	SNZ2	SNZ2	YNL333W	thiamin biosynthesis* || protein binding || YNL333W || 1084487	-0.52	0.703	0.01	NA	NA	NA	0.704	0.669	-0.85	0.48	0.717	NA	NA	TEL	TELO
YPR186C	2871	0.111291835	0.21696287	-0.011222695	0.007047601	4.721377077	0.025146042	0.010059562	0.012161675	0.010522072	0.012161675	PZF1	PZF1	YPR186C	transcription initiation from RNA polymerase III promoter || RNA polymerase III transcription factor activity || YPR186C || 1083207	-0.52	0.705	0.02	NA	NA	NA	0.498	0.448	0.06	0.27	0.0067	NA	NA	TEL	TELO
YAL013W	3420	0.217180841	0.355427242	0.017755788	0.014388117	4.563513108	0.085053936	0.012884228	0.079733379	0.011486552	0.079733379	DEP1	DEP1	YAL013W	regulation of transcription from RNA polymerase II promoter* || molecular function unknown || YAL013W || 1082010	-0.51	0.71	0	NA	NA	NA	0.725	0.692	-0.05	0.49	0.743	NA	NA	no	NA
YEL037C	5490	0.954082803	0.97267786	0.00042062	0.007304913	6.71281268	0.055768071	0.001234356	0.022639125	0.008295309	0.022639125	RAD23	RAD23	YEL037C	ER-associated protein catabolism* || damaged DNA binding || YEL037C || 1082325	-0.51	0.706	0.01	NA	NA	NA	0.695	0.66	-0.06	0.46	0.63	NA	NA	no	NA
YFL027C	826	0.000496082	0.003361467	-0.019984286	0.00573789	5.180821953	0.208000418	0.006015398	0.006860049	0.008714174	0.008714174	GYP8	GYP8	YFL027C	vesicle-mediated transport || Rab GTPase activator activity || YFL027C || 1084026	-0.51	0.71	0.02	NA	NA	NA	0.496	0.445	0.57	0.26	0.0044	NA	down	no	NA
YHR155W	3374	0.205923588	0.341598792	-0.005916031	0.004677243	6.510354836	0.005199465	0.001653034	0.001234935	0.008134326	0.008134326	YSP1	YSP1	YHR155W	biological process unknown || molecular function unknown || YHR155W || 1085712	-0.51	0.708	0.1	NA	NA	NA	0.0843	0.0607	0.08	0.12	0	yes	NA	no	NA
YLR303W	4846	0.695331006	0.803113327	-0.00346815	0.008855661	9.981837723	0.046657233	4.80E-05	0.035037495	0.010070422	0.035037495	MET17	MET17	YLR303W	methionine metabolism* || cysteine synthase activity* || YLR303W || 1086154	-0.51	0.706	0	NA	NA	NA	0.827	0.805	0.01	0.72	0.997	NA	NA	no	NA
YOR349W	496	2.50E-05	0.000282774	0.020593168	0.004886069	5.937994683	0.028882584	0.002798386	0.003066623	0.007882441	0.007882441	CIN1	CIN1	YOR349W	post-chaperonin tubulin folding pathway* || beta-tubulin binding || YOR349W || 1081591	-0.51	0.707	0.03	NA	NA	NA	0.331	0.279	0.09	0.19	0	yes	up	no	NA
YNR003C	4143	0.432119236	0.583912597	-0.005814333	0.007401416	5.315456033	0.048699213	0.005924237	0.018584178	0.008417757	0.018584178	RPC34	RPC34	YNR003C	transcription from RNA polymerase III promoter || DNA-directed RNA polymerase activity || YNR003C || 1083705	-0.5	0.713	0.02	NA	down	NA	0.464	0.413	0.21	0.24	9.00E-04	NA	NA	no	core_ESR_down
YCR069W	1106	0.002186584	0.011065378	0.016741792	0.005464665	6.657590547	0.040567469	0.001288207	0.012071985	0.008257113	0.012071985	CPR4	CPR4	YCR069W	biological process unknown || peptidyl-prolyl cis-trans isomerase activity || YCR069W || 1081122	-0.5	0.714	0.01	NA	NA	NA	0.6	0.556	-0.02	0.33	0.0713	NA	up	no	NA
YEL043W	5142	0.817586162	0.889931884	0.00106725	0.004627128	6.63167846	0.007200825	0.001341624	0.00285464	0.008237123	0.008237123	YEL043W	YEL043W	YEL043W	biological process unknown || molecular function unknown || YEL043W || 1086337	-0.5	0.712	0.03	NA	NA	NA	0.365	0.314	0.01	0.19	0	yes	NA	no	NA
YER073W	2817	0.103812922	0.206262309	-0.016975375	0.010435833	7.179534278	0.096867125	0.000823353	0.047900303	0.008672479	0.047900303	ALD5	ALD5	YER073W	electron transport* || aldehyde dehydrogenase activity || YER073W || 1083920	-0.5	0.713	0	NA	NA	NA	0.768	0.739	0.04	0.59	0.949	NA	NA	no	NA
YGR217W	3768	0.310532452	0.46126596	-0.004661453	0.004596616	7.14745661	0.005029901	0.000810383	0.001272722	0.008642451	0.008642451	CCH1	CCH1	YGR217W	calcium ion transport || calcium channel activity || YGR217W || 1081566	-0.5	0.714	0.05	NA	NA	NA	0.253	0.205	0.08	0.16	0	yes	NA	no	NA
YLR228C	3101	0.149836135	0.270439487	0.007203411	0.005001985	5.837207586	0.00931332	0.003299272	0.005520306	0.007894345	0.007894345	ECM22	ECM22	YLR228C	sterol biosynthesis || RNA polymerase II transcription factor activity || YLR228C || 1083470	-0.5	0.711	0.01	NA	NA	NA	0.534	0.486	0.4	0.24	8.00E-04	NA	NA	no	NA
YLR348C	4790	0.674027616	0.787420922	0.004765066	0.011328488	6.530610036	0.061044362	0.001553782	0.055861767	0.008151949	0.055861767	DIC1	DIC1	YLR348C	dicarboxylic acid transport || dicarboxylic acid transporter activity || YLR348C || 1083243	-0.5	0.713	0	NA	NA	NA	0.808	0.783	0.46	0.74	0.998	NA	NA	no	NA
YNL088W	4264	0.4762534	0.625138433	0.004930884	0.006922079	6.966032228	0.053914297	0.001026668	0.020410075	0.008478658	0.020410075	TOP2	TOP2	YNL088W	meiotic recombination* || DNA topoisomerase (ATP-hydrolyzing) activity || YNL088W || 1082979	-0.5	0.715	0.01	NA	NA	NA	0.583	0.538	0.12	0.32	0.0526	NA	NA	no	NA
YNL148C	3661	0.278355688	0.425554982	-0.015276943	0.014092853	3.953280386	0.100374909	0.023152539	0.065702795	0.016799178	0.065702795	ALF1	ALF1	YNL148C	post-chaperonin tubulin folding pathway* || microtubule binding* || YNL148C || 1083023	-0.5	0.711	0.01	NA	NA	NA	0.549	0.501	-0.15	0.3	0.0316	NA	NA	no	NA
